"customer_id","r_score","f_score","m_score","rfm_cell","customer_segment"
16466,1,1,2,112,Hibernating / Lost
16332,1,1,2,112,Hibernating / Lost
15906,1,1,2,112,Hibernating / Lost
16434,1,1,2,112,Hibernating / Lost
16880,1,1,2,112,Hibernating / Lost
14414,1,1,2,112,Hibernating / Lost
13110,1,1,2,112,Hibernating / Lost
12826,1,1,2,112,Hibernating / Lost
16348,1,1,2,112,Hibernating / Lost
17063,1,1,2,112,Hibernating / Lost
15987,1,1,2,112,Hibernating / Lost
17288,1,1,2,112,Hibernating / Lost
15453,1,1,2,112,Hibernating / Lost
13232,1,1,2,112,Hibernating / Lost
13743,1,1,2,112,Hibernating / Lost
14794,1,1,2,112,Hibernating / Lost
14738,1,1,2,112,Hibernating / Lost
16744,1,1,2,112,Hibernating / Lost
16929,1,1,2,112,Hibernating / Lost
13538,1,1,2,112,Hibernating / Lost
17412,1,1,2,112,Hibernating / Lost
12494,1,1,2,112,Hibernating / Lost
16531,1,1,2,112,Hibernating / Lost
17135,1,1,2,112,Hibernating / Lost
13610,1,1,2,112,Hibernating / Lost
17562,1,1,2,112,Hibernating / Lost
14744,1,1,2,112,Hibernating / Lost
17287,1,1,2,112,Hibernating / Lost
12599,1,1,2,112,Hibernating / Lost
13509,1,1,2,112,Hibernating / Lost
17323,1,1,3,113,Hibernating / Lost
13549,1,1,3,113,Hibernating / Lost
16266,1,1,3,113,Hibernating / Lost
14976,1,1,3,113,Hibernating / Lost
16725,1,1,3,113,Hibernating / Lost
14201,1,1,3,113,Hibernating / Lost
17988,1,1,5,115,Hibernating / Lost
12753,1,1,1,111,Hibernating / Lost
12477,1,1,1,111,Hibernating / Lost
17107,1,1,1,111,Hibernating / Lost
18139,1,1,1,111,Hibernating / Lost
16873,1,1,1,111,Hibernating / Lost
13027,1,1,1,111,Hibernating / Lost
12830,1,1,1,111,Hibernating / Lost
14101,1,1,1,111,Hibernating / Lost
15382,1,1,1,111,Hibernating / Lost
17602,1,1,1,111,Hibernating / Lost
17426,1,1,1,111,Hibernating / Lost
15093,1,1,1,111,Hibernating / Lost
12484,1,1,1,111,Hibernating / Lost
14422,1,1,1,111,Hibernating / Lost
13988,1,1,1,111,Hibernating / Lost
16717,1,1,1,111,Hibernating / Lost
16327,1,1,1,111,Hibernating / Lost
16655,1,1,1,111,Hibernating / Lost
15296,1,1,1,111,Hibernating / Lost
13381,1,1,1,111,Hibernating / Lost
13520,1,1,1,111,Hibernating / Lost
17203,1,1,1,111,Hibernating / Lost
14503,1,1,1,111,Hibernating / Lost
13448,1,1,1,111,Hibernating / Lost
17160,1,1,1,111,Hibernating / Lost
16360,1,1,1,111,Hibernating / Lost
16131,1,1,1,111,Hibernating / Lost
13198,1,1,1,111,Hibernating / Lost
17183,1,1,1,111,Hibernating / Lost
12643,1,1,1,111,Hibernating / Lost
14841,1,1,1,111,Hibernating / Lost
15764,1,1,1,111,Hibernating / Lost
17723,1,1,1,111,Hibernating / Lost
17050,1,1,1,111,Hibernating / Lost
17863,1,1,1,111,Hibernating / Lost
15491,1,1,1,111,Hibernating / Lost
18272,1,1,1,111,Hibernating / Lost
14307,1,1,1,111,Hibernating / Lost
14639,1,1,1,111,Hibernating / Lost
16497,1,1,1,111,Hibernating / Lost
14530,1,1,1,111,Hibernating / Lost
16633,1,1,1,111,Hibernating / Lost
12685,1,1,1,111,Hibernating / Lost
14852,1,1,1,111,Hibernating / Lost
16871,1,1,1,111,Hibernating / Lost
12388,1,1,1,111,Hibernating / Lost
13654,1,1,1,111,Hibernating / Lost
18097,1,1,1,111,Hibernating / Lost
17386,1,1,1,111,Hibernating / Lost
12721,1,1,1,111,Hibernating / Lost
18260,1,1,1,111,Hibernating / Lost
18210,1,1,1,111,Hibernating / Lost
14676,1,1,1,111,Hibernating / Lost
13975,1,1,1,111,Hibernating / Lost
14315,1,1,1,111,Hibernating / Lost
17682,1,1,1,111,Hibernating / Lost
14766,1,1,1,111,Hibernating / Lost
12455,1,1,1,111,Hibernating / Lost
13949,1,1,1,111,Hibernating / Lost
16143,1,1,1,111,Hibernating / Lost
15089,1,1,1,111,Hibernating / Lost
15755,1,1,1,111,Hibernating / Lost
17744,1,1,1,111,Hibernating / Lost
13994,1,1,1,111,Hibernating / Lost
13317,1,1,1,111,Hibernating / Lost
14432,1,1,1,111,Hibernating / Lost
17442,1,1,1,111,Hibernating / Lost
12783,1,1,1,111,Hibernating / Lost
15811,1,1,1,111,Hibernating / Lost
13831,1,1,1,111,Hibernating / Lost
12856,1,1,1,111,Hibernating / Lost
14407,1,1,1,111,Hibernating / Lost
14640,1,1,1,111,Hibernating / Lost
14515,1,1,1,111,Hibernating / Lost
14209,1,1,1,111,Hibernating / Lost
14482,1,1,1,111,Hibernating / Lost
14409,1,1,2,112,Hibernating / Lost
14188,1,1,2,112,Hibernating / Lost
17086,1,1,2,112,Hibernating / Lost
17612,1,1,2,112,Hibernating / Lost
13450,1,1,2,112,Hibernating / Lost
13246,1,1,2,112,Hibernating / Lost
13590,1,1,2,112,Hibernating / Lost
17422,1,1,2,112,Hibernating / Lost
12853,1,1,2,112,Hibernating / Lost
15864,1,1,2,112,Hibernating / Lost
12528,1,1,2,112,Hibernating / Lost
14210,1,1,2,112,Hibernating / Lost
16170,1,1,2,112,Hibernating / Lost
16841,1,1,2,112,Hibernating / Lost
16979,1,1,2,112,Hibernating / Lost
17519,1,1,2,112,Hibernating / Lost
18180,1,1,2,112,Hibernating / Lost
13924,1,1,2,112,Hibernating / Lost
13650,1,1,2,112,Hibernating / Lost
15203,1,1,2,112,Hibernating / Lost
18122,1,1,2,112,Hibernating / Lost
18179,1,1,2,112,Hibernating / Lost
14215,1,1,2,112,Hibernating / Lost
15220,1,1,2,112,Hibernating / Lost
16681,1,1,2,112,Hibernating / Lost
13456,1,1,2,112,Hibernating / Lost
14595,1,1,2,112,Hibernating / Lost
14834,1,1,2,112,Hibernating / Lost
17284,1,1,2,112,Hibernating / Lost
17673,1,1,2,112,Hibernating / Lost
14312,1,1,2,112,Hibernating / Lost
12868,1,1,2,112,Hibernating / Lost
12947,1,1,2,112,Hibernating / Lost
16790,1,1,2,112,Hibernating / Lost
14404,1,1,2,112,Hibernating / Lost
16059,1,1,2,112,Hibernating / Lost
16996,1,1,2,112,Hibernating / Lost
13477,1,1,2,112,Hibernating / Lost
13717,1,1,2,112,Hibernating / Lost
16103,1,1,2,112,Hibernating / Lost
16173,1,1,2,112,Hibernating / Lost
14741,1,1,2,112,Hibernating / Lost
17676,1,1,2,112,Hibernating / Lost
14507,1,1,2,112,Hibernating / Lost
14434,1,1,2,112,Hibernating / Lost
18177,1,1,2,112,Hibernating / Lost
12919,1,1,2,112,Hibernating / Lost
12676,1,1,2,112,Hibernating / Lost
14898,1,1,2,112,Hibernating / Lost
16949,1,1,2,112,Hibernating / Lost
16899,1,1,2,112,Hibernating / Lost
13208,1,1,2,112,Hibernating / Lost
17867,1,1,2,112,Hibernating / Lost
14487,1,1,2,112,Hibernating / Lost
13752,1,1,2,112,Hibernating / Lost
18168,1,1,2,112,Hibernating / Lost
16184,1,1,2,112,Hibernating / Lost
14723,1,1,2,112,Hibernating / Lost
16989,1,1,2,112,Hibernating / Lost
14948,1,1,2,112,Hibernating / Lost
13104,1,1,2,112,Hibernating / Lost
17214,1,1,2,112,Hibernating / Lost
16918,1,1,2,112,Hibernating / Lost
12951,1,1,2,112,Hibernating / Lost
15996,1,1,2,112,Hibernating / Lost
14419,1,1,2,112,Hibernating / Lost
14078,1,1,2,112,Hibernating / Lost
12691,1,1,2,112,Hibernating / Lost
12828,1,1,2,112,Hibernating / Lost
13728,1,1,2,112,Hibernating / Lost
15508,1,1,2,112,Hibernating / Lost
16419,1,1,2,112,Hibernating / Lost
13138,1,1,2,112,Hibernating / Lost
17227,1,1,3,113,Hibernating / Lost
16027,1,1,3,113,Hibernating / Lost
17236,1,1,3,113,Hibernating / Lost
13782,1,1,3,113,Hibernating / Lost
14289,1,1,3,113,Hibernating / Lost
17027,1,1,3,113,Hibernating / Lost
17007,1,1,3,113,Hibernating / Lost
17109,1,1,3,113,Hibernating / Lost
18236,1,1,3,113,Hibernating / Lost
13991,1,1,3,113,Hibernating / Lost
16877,1,1,3,113,Hibernating / Lost
12778,1,1,3,113,Hibernating / Lost
16600,1,1,3,113,Hibernating / Lost
14883,1,1,3,113,Hibernating / Lost
15038,1,1,3,113,Hibernating / Lost
17874,1,1,3,113,Hibernating / Lost
16306,1,1,3,113,Hibernating / Lost
17460,1,1,3,113,Hibernating / Lost
16915,1,2,3,123,Hibernating / Lost
16500,2,2,4,224,Hibernating / Lost
15107,2,2,4,224,Hibernating / Lost
16668,2,2,4,224,Hibernating / Lost
18037,2,2,5,225,Hibernating / Lost
12557,2,2,1,221,Hibernating / Lost
12451,2,2,1,221,Hibernating / Lost
16258,2,2,1,221,Hibernating / Lost
13941,2,2,1,221,Hibernating / Lost
12432,2,2,1,221,Hibernating / Lost
12444,2,2,1,221,Hibernating / Lost
12714,2,2,1,221,Hibernating / Lost
14146,2,2,1,221,Hibernating / Lost
12749,2,2,1,221,Hibernating / Lost
12656,2,2,1,221,Hibernating / Lost
13523,2,2,1,221,Hibernating / Lost
12473,2,2,1,221,Hibernating / Lost
17593,2,2,1,221,Hibernating / Lost
12502,2,2,1,221,Hibernating / Lost
16440,2,2,1,221,Hibernating / Lost
15505,2,2,1,221,Hibernating / Lost
13015,2,2,1,221,Hibernating / Lost
12613,2,2,1,221,Hibernating / Lost
14235,2,2,1,221,Hibernating / Lost
14257,2,2,1,221,Hibernating / Lost
17059,2,2,1,221,Hibernating / Lost
15998,2,2,1,221,Hibernating / Lost
16709,2,2,1,221,Hibernating / Lost
12670,2,2,1,221,Hibernating / Lost
13451,2,2,1,221,Hibernating / Lost
12906,2,2,1,221,Hibernating / Lost
12408,2,2,1,221,Hibernating / Lost
14251,2,2,1,221,Hibernating / Lost
14005,2,2,1,221,Hibernating / Lost
13901,2,2,1,221,Hibernating / Lost
14903,2,2,1,221,Hibernating / Lost
16081,2,2,1,221,Hibernating / Lost
17838,2,2,1,221,Hibernating / Lost
16003,2,2,1,221,Hibernating / Lost
13883,2,2,1,221,Hibernating / Lost
16618,2,2,1,221,Hibernating / Lost
13658,2,2,1,221,Hibernating / Lost
12520,2,2,1,221,Hibernating / Lost
13136,2,2,1,221,Hibernating / Lost
14546,2,2,1,221,Hibernating / Lost
12517,2,2,1,221,Hibernating / Lost
12913,2,2,1,221,Hibernating / Lost
17131,2,2,1,221,Hibernating / Lost
15674,2,2,1,221,Hibernating / Lost
13141,2,2,1,221,Hibernating / Lost
14493,2,2,1,221,Hibernating / Lost
14440,2,2,1,221,Hibernating / Lost
12782,2,2,1,221,Hibernating / Lost
15785,2,2,1,221,Hibernating / Lost
14290,2,2,1,221,Hibernating / Lost
15288,2,2,1,221,Hibernating / Lost
16735,2,2,1,221,Hibernating / Lost
16550,2,2,1,221,Hibernating / Lost
16209,2,2,1,221,Hibernating / Lost
16771,2,2,1,221,Hibernating / Lost
14226,2,2,1,221,Hibernating / Lost
15722,2,2,1,221,Hibernating / Lost
15179,2,2,1,221,Hibernating / Lost
16628,2,2,1,221,Hibernating / Lost
12909,2,2,1,221,Hibernating / Lost
16456,2,2,1,221,Hibernating / Lost
17400,2,2,1,221,Hibernating / Lost
13632,2,2,1,221,Hibernating / Lost
14691,2,2,1,221,Hibernating / Lost
13265,2,2,1,221,Hibernating / Lost
15815,2,2,1,221,Hibernating / Lost
12610,2,2,1,221,Hibernating / Lost
16875,2,2,1,221,Hibernating / Lost
18231,2,2,1,221,Hibernating / Lost
12928,2,2,1,221,Hibernating / Lost
12518,2,2,2,222,Hibernating / Lost
17667,2,2,2,222,Hibernating / Lost
16150,2,2,2,222,Hibernating / Lost
14232,2,2,2,222,Hibernating / Lost
13495,2,2,2,222,Hibernating / Lost
13593,2,2,2,222,Hibernating / Lost
18069,2,2,2,222,Hibernating / Lost
16409,2,2,2,222,Hibernating / Lost
14506,2,2,2,222,Hibernating / Lost
15493,2,2,2,222,Hibernating / Lost
17827,2,2,2,222,Hibernating / Lost
14498,2,2,2,222,Hibernating / Lost
17554,2,2,2,222,Hibernating / Lost
14978,2,2,2,222,Hibernating / Lost
17463,2,2,2,222,Hibernating / Lost
16128,2,2,2,222,Hibernating / Lost
17469,2,2,2,222,Hibernating / Lost
17873,2,2,2,222,Hibernating / Lost
12383,2,2,2,222,Hibernating / Lost
12381,2,2,2,222,Hibernating / Lost
14665,2,2,2,222,Hibernating / Lost
16153,2,2,2,222,Hibernating / Lost
13481,2,2,2,222,Hibernating / Lost
15812,2,2,2,222,Hibernating / Lost
16249,2,2,2,222,Hibernating / Lost
14621,2,2,2,222,Hibernating / Lost
13875,2,2,2,222,Hibernating / Lost
17754,2,2,2,222,Hibernating / Lost
15594,2,2,2,222,Hibernating / Lost
17813,2,2,2,222,Hibernating / Lost
12823,2,2,2,222,Hibernating / Lost
13808,2,2,2,222,Hibernating / Lost
17930,2,2,2,222,Hibernating / Lost
17457,2,2,2,222,Hibernating / Lost
14673,2,2,2,222,Hibernating / Lost
15267,2,2,2,222,Hibernating / Lost
12407,2,2,2,222,Hibernating / Lost
15240,2,2,2,222,Hibernating / Lost
13824,2,2,2,222,Hibernating / Lost
15380,2,2,2,222,Hibernating / Lost
17656,2,2,2,222,Hibernating / Lost
12912,2,2,2,222,Hibernating / Lost
16711,2,2,2,222,Hibernating / Lost
13750,2,2,2,222,Hibernating / Lost
13627,2,2,2,222,Hibernating / Lost
16515,2,2,2,222,Hibernating / Lost
15172,2,2,2,222,Hibernating / Lost
18161,2,2,2,222,Hibernating / Lost
16992,2,2,2,222,Hibernating / Lost
14719,2,2,2,222,Hibernating / Lost
13634,2,2,2,222,Hibernating / Lost
16283,2,2,2,222,Hibernating / Lost
17085,2,2,2,222,Hibernating / Lost
18239,2,2,2,222,Hibernating / Lost
16394,2,2,2,222,Hibernating / Lost
13313,2,2,2,222,Hibernating / Lost
15117,2,2,2,222,Hibernating / Lost
13397,2,2,2,222,Hibernating / Lost
14321,2,2,2,222,Hibernating / Lost
16066,2,2,2,222,Hibernating / Lost
13213,2,2,2,222,Hibernating / Lost
16748,2,2,2,222,Hibernating / Lost
14963,2,2,2,222,Hibernating / Lost
16395,2,2,2,222,Hibernating / Lost
18016,2,2,2,222,Hibernating / Lost
13309,2,2,2,222,Hibernating / Lost
15426,2,2,2,222,Hibernating / Lost
15858,2,2,2,222,Hibernating / Lost
16271,2,2,2,222,Hibernating / Lost
14035,2,2,2,222,Hibernating / Lost
15681,2,2,2,222,Hibernating / Lost
15106,2,2,2,222,Hibernating / Lost
14748,2,2,2,222,Hibernating / Lost
15596,2,2,2,222,Hibernating / Lost
13995,2,2,2,222,Hibernating / Lost
15898,2,2,2,222,Hibernating / Lost
12775,2,2,2,222,Hibernating / Lost
14116,2,2,2,222,Hibernating / Lost
16726,2,2,2,222,Hibernating / Lost
15569,2,2,2,222,Hibernating / Lost
14102,2,2,2,222,Hibernating / Lost
17054,2,2,2,222,Hibernating / Lost
14064,2,2,2,222,Hibernating / Lost
12576,2,2,2,222,Hibernating / Lost
14511,2,2,2,222,Hibernating / Lost
14047,2,2,2,222,Hibernating / Lost
14931,2,2,2,222,Hibernating / Lost
17262,2,2,2,222,Hibernating / Lost
14698,2,2,2,222,Hibernating / Lost
13860,2,2,2,222,Hibernating / Lost
14428,2,2,2,222,Hibernating / Lost
15201,2,2,2,222,Hibernating / Lost
14684,2,2,2,222,Hibernating / Lost
18171,2,2,2,222,Hibernating / Lost
14745,2,2,2,222,Hibernating / Lost
15227,2,2,2,222,Hibernating / Lost
17410,2,2,2,222,Hibernating / Lost
15605,2,2,2,222,Hibernating / Lost
13118,2,2,2,222,Hibernating / Lost
16042,2,2,2,222,Hibernating / Lost
13882,2,2,2,222,Hibernating / Lost
14447,2,2,2,222,Hibernating / Lost
17348,2,2,2,222,Hibernating / Lost
13499,2,2,2,222,Hibernating / Lost
17770,2,2,2,222,Hibernating / Lost
16172,2,2,2,222,Hibernating / Lost
17302,2,2,2,222,Hibernating / Lost
17470,2,2,2,222,Hibernating / Lost
14129,2,2,2,222,Hibernating / Lost
16086,2,2,2,222,Hibernating / Lost
17609,2,2,2,222,Hibernating / Lost
17966,2,2,2,222,Hibernating / Lost
16225,2,2,2,222,Hibernating / Lost
13715,2,2,2,222,Hibernating / Lost
15712,2,2,2,222,Hibernating / Lost
17522,2,2,2,222,Hibernating / Lost
14583,2,2,2,222,Hibernating / Lost
17042,2,2,2,222,Hibernating / Lost
13719,2,2,2,222,Hibernating / Lost
18221,2,2,2,222,Hibernating / Lost
15434,2,2,2,222,Hibernating / Lost
16682,2,2,2,222,Hibernating / Lost
13956,2,2,2,222,Hibernating / Lost
15658,2,2,2,222,Hibernating / Lost
17126,2,2,2,222,Hibernating / Lost
14214,2,2,2,222,Hibernating / Lost
13410,2,2,2,222,Hibernating / Lost
18237,2,2,2,222,Hibernating / Lost
16907,2,2,2,222,Hibernating / Lost
16085,2,2,2,222,Hibernating / Lost
15132,2,2,2,222,Hibernating / Lost
13026,2,2,2,222,Hibernating / Lost
13636,2,2,2,222,Hibernating / Lost
13748,2,2,2,222,Hibernating / Lost
13984,2,2,3,223,Hibernating / Lost
15253,2,2,3,223,Hibernating / Lost
16809,2,2,3,223,Hibernating / Lost
15511,2,2,3,223,Hibernating / Lost
14623,2,2,3,223,Hibernating / Lost
15208,2,2,3,223,Hibernating / Lost
16235,2,2,3,223,Hibernating / Lost
14553,2,2,3,223,Hibernating / Lost
16891,2,2,3,223,Hibernating / Lost
16438,2,2,3,223,Hibernating / Lost
13323,2,2,3,223,Hibernating / Lost
13884,2,2,3,223,Hibernating / Lost
16770,2,2,3,223,Hibernating / Lost
17516,2,2,3,223,Hibernating / Lost
13623,2,2,3,223,Hibernating / Lost
16362,2,2,3,223,Hibernating / Lost
13575,2,2,3,223,Hibernating / Lost
12723,2,2,3,223,Hibernating / Lost
15400,2,2,3,223,Hibernating / Lost
15855,2,2,3,223,Hibernating / Lost
18135,2,2,3,223,Hibernating / Lost
13524,2,2,3,223,Hibernating / Lost
16750,2,2,3,223,Hibernating / Lost
16566,2,2,3,223,Hibernating / Lost
12654,2,2,3,223,Hibernating / Lost
18211,2,2,3,223,Hibernating / Lost
12601,2,2,3,223,Hibernating / Lost
16892,2,2,3,223,Hibernating / Lost
15809,2,2,3,223,Hibernating / Lost
15081,2,2,3,223,Hibernating / Lost
15881,2,2,3,223,Hibernating / Lost
14077,2,2,3,223,Hibernating / Lost
13092,2,2,4,224,Hibernating / Lost
17869,2,2,4,224,Hibernating / Lost
15938,2,2,4,224,Hibernating / Lost
16321,2,2,4,224,Hibernating / Lost
17912,2,2,4,224,Hibernating / Lost
13079,2,2,5,225,Hibernating / Lost
16182,2,2,1,221,Hibernating / Lost
12359,2,2,1,221,Hibernating / Lost
16126,2,2,1,221,Hibernating / Lost
13316,2,2,1,221,Hibernating / Lost
14049,2,2,1,221,Hibernating / Lost
12539,2,2,1,221,Hibernating / Lost
12700,2,2,1,221,Hibernating / Lost
13505,2,2,1,221,Hibernating / Lost
14016,2,2,1,221,Hibernating / Lost
13555,2,2,1,221,Hibernating / Lost
12449,2,2,1,221,Hibernating / Lost
13815,2,2,1,221,Hibernating / Lost
15416,2,2,1,221,Hibernating / Lost
12597,2,2,1,221,Hibernating / Lost
12668,2,2,1,221,Hibernating / Lost
12429,2,2,1,221,Hibernating / Lost
14145,2,2,1,221,Hibernating / Lost
15808,2,2,1,221,Hibernating / Lost
13680,2,2,1,221,Hibernating / Lost
18079,2,2,1,221,Hibernating / Lost
15484,2,2,1,221,Hibernating / Lost
12370,2,2,1,221,Hibernating / Lost
15228,2,2,1,221,Hibernating / Lost
12480,2,2,1,221,Hibernating / Lost
14844,2,2,1,221,Hibernating / Lost
15065,2,2,1,221,Hibernating / Lost
13869,2,2,1,221,Hibernating / Lost
14565,2,2,1,221,Hibernating / Lost
13362,2,2,1,221,Hibernating / Lost
12916,2,2,1,221,Hibernating / Lost
13735,2,2,1,221,Hibernating / Lost
15673,2,2,1,221,Hibernating / Lost
18145,2,2,1,221,Hibernating / Lost
14842,2,2,1,221,Hibernating / Lost
14626,2,2,1,221,Hibernating / Lost
14121,2,2,1,221,Hibernating / Lost
16938,2,2,1,221,Hibernating / Lost
12840,2,2,1,221,Hibernating / Lost
12380,2,2,1,221,Hibernating / Lost
13285,2,2,1,221,Hibernating / Lost
13771,2,2,1,221,Hibernating / Lost
13644,2,2,1,221,Hibernating / Lost
12836,2,2,1,221,Hibernating / Lost
13895,2,2,1,221,Hibernating / Lost
16308,2,2,1,221,Hibernating / Lost
17700,2,2,1,221,Hibernating / Lost
13471,2,2,1,221,Hibernating / Lost
13507,2,2,1,221,Hibernating / Lost
14163,2,2,1,221,Hibernating / Lost
17722,2,2,1,221,Hibernating / Lost
17589,2,2,1,221,Hibernating / Lost
14554,2,2,1,221,Hibernating / Lost
13908,2,2,1,221,Hibernating / Lost
13115,2,2,1,221,Hibernating / Lost
15704,2,2,1,221,Hibernating / Lost
12615,2,2,1,221,Hibernating / Lost
15834,2,2,1,221,Hibernating / Lost
18242,2,2,1,221,Hibernating / Lost
15797,2,2,1,221,Hibernating / Lost
15394,2,2,1,221,Hibernating / Lost
12633,2,2,1,221,Hibernating / Lost
16379,2,2,1,221,Hibernating / Lost
17272,2,2,1,221,Hibernating / Lost
14360,2,2,1,221,Hibernating / Lost
18173,2,2,1,221,Hibernating / Lost
18093,2,2,1,221,Hibernating / Lost
13297,2,2,1,221,Hibernating / Lost
17625,2,2,2,222,Hibernating / Lost
17337,2,2,2,222,Hibernating / Lost
16358,2,2,2,222,Hibernating / Lost
17088,2,2,2,222,Hibernating / Lost
16341,2,2,2,222,Hibernating / Lost
12674,2,2,2,222,Hibernating / Lost
15814,2,2,2,222,Hibernating / Lost
14655,2,2,2,222,Hibernating / Lost
14285,2,2,2,222,Hibernating / Lost
15819,2,2,2,222,Hibernating / Lost
15641,2,2,2,222,Hibernating / Lost
17738,2,2,2,222,Hibernating / Lost
15367,2,2,2,222,Hibernating / Lost
13982,2,2,2,222,Hibernating / Lost
17787,2,2,2,222,Hibernating / Lost
16201,2,2,2,222,Hibernating / Lost
14113,2,2,2,222,Hibernating / Lost
14216,2,2,2,222,Hibernating / Lost
13048,2,2,2,222,Hibernating / Lost
17702,2,2,2,222,Hibernating / Lost
16169,2,2,2,222,Hibernating / Lost
17828,2,2,2,222,Hibernating / Lost
13196,2,2,2,222,Hibernating / Lost
17648,2,2,2,222,Hibernating / Lost
12348,2,2,2,222,Hibernating / Lost
13134,2,2,2,222,Hibernating / Lost
13510,2,2,2,222,Hibernating / Lost
14608,2,2,2,222,Hibernating / Lost
17092,2,2,2,222,Hibernating / Lost
12645,2,2,2,222,Hibernating / Lost
15950,2,2,2,222,Hibernating / Lost
13157,2,2,2,222,Hibernating / Lost
17043,2,2,2,222,Hibernating / Lost
17147,2,2,2,222,Hibernating / Lost
14441,2,2,2,222,Hibernating / Lost
16007,2,2,2,222,Hibernating / Lost
13162,2,2,2,222,Hibernating / Lost
13577,2,2,2,222,Hibernating / Lost
13647,2,2,2,222,Hibernating / Lost
13149,2,2,2,222,Hibernating / Lost
12530,2,2,2,222,Hibernating / Lost
14045,2,2,2,222,Hibernating / Lost
14837,2,2,2,222,Hibernating / Lost
12657,2,2,2,222,Hibernating / Lost
15002,2,2,2,222,Hibernating / Lost
17101,2,2,2,222,Hibernating / Lost
16801,2,2,2,222,Hibernating / Lost
14336,2,2,2,222,Hibernating / Lost
13614,2,2,2,222,Hibernating / Lost
16676,2,2,2,222,Hibernating / Lost
14970,2,2,2,222,Hibernating / Lost
18178,2,2,2,222,Hibernating / Lost
12393,2,2,2,222,Hibernating / Lost
15532,2,2,2,222,Hibernating / Lost
17671,2,2,2,222,Hibernating / Lost
17204,2,2,2,222,Hibernating / Lost
13320,2,2,2,222,Hibernating / Lost
15701,2,2,2,222,Hibernating / Lost
15392,2,2,2,222,Hibernating / Lost
15625,2,2,2,222,Hibernating / Lost
13107,2,2,2,222,Hibernating / Lost
12937,2,2,2,222,Hibernating / Lost
15530,2,2,2,222,Hibernating / Lost
17571,2,2,2,222,Hibernating / Lost
14758,2,2,2,222,Hibernating / Lost
14403,2,2,2,222,Hibernating / Lost
15983,2,2,2,222,Hibernating / Lost
15128,2,2,2,222,Hibernating / Lost
14233,2,2,2,222,Hibernating / Lost
14591,2,2,2,222,Hibernating / Lost
17073,2,2,2,222,Hibernating / Lost
17175,2,2,2,222,Hibernating / Lost
13159,2,2,2,222,Hibernating / Lost
16503,2,2,2,222,Hibernating / Lost
13475,2,2,2,222,Hibernating / Lost
16463,2,2,2,222,Hibernating / Lost
14443,2,2,2,222,Hibernating / Lost
17856,2,2,2,222,Hibernating / Lost
14649,2,2,2,222,Hibernating / Lost
15237,2,2,2,222,Hibernating / Lost
15563,2,2,2,222,Hibernating / Lost
15810,2,2,2,222,Hibernating / Lost
16539,2,2,2,222,Hibernating / Lost
12952,2,2,2,222,Hibernating / Lost
16389,2,2,2,222,Hibernating / Lost
15095,2,2,2,222,Hibernating / Lost
13813,2,2,2,222,Hibernating / Lost
14897,2,2,2,222,Hibernating / Lost
15411,2,2,2,222,Hibernating / Lost
14859,2,2,2,222,Hibernating / Lost
15116,2,2,2,222,Hibernating / Lost
16493,2,2,2,222,Hibernating / Lost
12463,2,2,2,222,Hibernating / Lost
16045,2,2,2,222,Hibernating / Lost
16295,2,2,2,222,Hibernating / Lost
17633,2,2,2,222,Hibernating / Lost
16370,2,2,2,222,Hibernating / Lost
13168,2,2,2,222,Hibernating / Lost
12364,2,2,2,222,Hibernating / Lost
14477,2,2,2,222,Hibernating / Lost
16120,2,2,2,222,Hibernating / Lost
14297,2,2,2,222,Hibernating / Lost
15108,2,2,2,222,Hibernating / Lost
16224,2,2,2,222,Hibernating / Lost
15621,2,2,2,222,Hibernating / Lost
15136,2,2,2,222,Hibernating / Lost
17350,2,2,2,222,Hibernating / Lost
17019,2,2,2,222,Hibernating / Lost
14916,2,2,2,222,Hibernating / Lost
15199,2,2,2,222,Hibernating / Lost
16660,2,2,2,222,Hibernating / Lost
16688,2,2,2,222,Hibernating / Lost
17388,2,2,2,222,Hibernating / Lost
17481,2,2,2,222,Hibernating / Lost
17731,2,2,2,222,Hibernating / Lost
14913,2,2,2,222,Hibernating / Lost
12997,2,2,2,222,Hibernating / Lost
17774,2,2,2,222,Hibernating / Lost
15841,2,2,2,222,Hibernating / Lost
17653,2,2,2,222,Hibernating / Lost
13158,2,2,2,222,Hibernating / Lost
17720,2,2,2,222,Hibernating / Lost
17526,2,2,2,222,Hibernating / Lost
15145,2,2,2,222,Hibernating / Lost
16612,2,2,2,222,Hibernating / Lost
16637,2,2,2,222,Hibernating / Lost
16062,2,2,2,222,Hibernating / Lost
18125,2,2,2,222,Hibernating / Lost
17585,2,2,2,222,Hibernating / Lost
15500,2,2,2,222,Hibernating / Lost
14824,2,2,2,222,Hibernating / Lost
13064,2,2,2,222,Hibernating / Lost
15716,2,2,2,222,Hibernating / Lost
16350,2,2,2,222,Hibernating / Lost
12679,2,2,2,222,Hibernating / Lost
12399,2,2,2,222,Hibernating / Lost
16833,2,2,2,222,Hibernating / Lost
15745,2,2,2,222,Hibernating / Lost
15608,2,2,2,222,Hibernating / Lost
14352,2,2,2,222,Hibernating / Lost
16094,2,2,2,222,Hibernating / Lost
15027,2,2,2,222,Hibernating / Lost
12936,2,2,2,222,Hibernating / Lost
15706,2,2,2,222,Hibernating / Lost
15407,2,2,2,222,Hibernating / Lost
16728,2,2,2,222,Hibernating / Lost
14224,2,2,2,222,Hibernating / Lost
